# Jamie Map File
#
#directionalLight objects...
#ObjectType			#AmbR	#AmbG	#AmbB	#DiffR	#DiffG	#DiffB	#SpecR	#SpecG	#SpecB	#DirX	#DirY	#DirZ
directionalLight	0.2		0.2		0.2		0.4		0.4		0.4		0.3		0.3		0.3		-2.0	-3.0	-1.0

#pointLight objects...
#ObjectType			#AmbR	#AmbG	#AmbB	#DiffR	#DiffG	#DiffB	#SpecR	#SpecG	#SpecB	#PosX	#PosY	#PosZ
pointLight			0.2		0.2		0.2		1.0		1.0		1.0		0.4		0.4		0.4		0.0		3.0		0.0
pointLight			0.2		0.2		0.2		1.0		1.0		1.0		0.4		0.4		0.4		-20.0	2.0		0.0
pointLight			0.2		0.2		0.2		1.0		1.0		1.0		0.4		0.4		0.4		22.0	2.0		22.0
pointLight			0.2		0.2		0.2		1.0		1.0		1.0		0.4		0.4		0.4		-20.0	2.0		20.0

#spotLight objects...
#ObjectType			#AmbR	#AmbG	#AmbB	#DiffR	#DiffG	#DiffB	#SpecR	#SpecG	#SpecB	#PosX	#PosY	#PosZ
spotLight			0.0		0.0		0.0		0.8		0.8		0.8		1.0		1.0		1.0		0.0		0.0		0.0

#Skybox objects...
#ObjectType		#PosX	#PosY	#PosZ	#RotX	#RotY	#RotZ	#ScaleX		#ScaleY		#ScaleZ		#SkyboxTexture
modelSky		0.0		0.0		0.0		0.0		0.0		0.0		1.0			1.0			1.0			default

# modelLighting objects...
#ObjectType		#PosX	#PosY	#PosZ	#RotX	#RotY	#RotZ	#ScaleX		#ScaleY		#ScaleZ		#Mesh		#DiffuseMap				#SpecularMap			#NormalMap				#NormalMapNormalize		#HeightMap				#HeightMapHeight	#EmissionMap
#Grass
modelLighting	-24.0	-1.5	0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-18.0	-1.5	6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-12.0	-1.5	6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-24.0	-1.5	6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-18.0	-1.5	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-12.0	-1.5	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-24.0	-1.5	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null

modelLighting	18.0	-1.5	0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	12.0	-1.5	0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	24.0	-1.5	0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	18.0	-1.5	6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	12.0	-1.5	6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	24.0	-1.5	6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	18.0	-1.5	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	12.0	-1.5	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	24.0	-1.5	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null

modelLighting	0.0		-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	6.0		-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-6.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	0.0		-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	6.0		-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-6.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	0.0		-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	6.0		-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-6.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null

modelLighting	-18.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-12.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-24.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-18.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-12.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-24.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-18.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-12.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	-24.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null

modelLighting	18.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	12.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	24.0	-1.5	18.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	18.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	12.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	24.0	-1.5	24.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	18.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	12.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null
modelLighting	24.0	-1.5	12.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		grass_diff				grass_spec				null					0.0						null					0.0					null

#Shed
modelLighting	-38.0	1.0		0.0		0.0		210.0	0.0		1.0			1.0			1.0			shed		shed_diff				shed_spec				shed_norm				0.0						null					0.0					null
modelLighting	38.0	1.0		10.0	0.0		-210.0	0.0		1.0			1.0			1.0			shed		shed_diff				shed_spec				shed_norm				0.0						null					0.0					null
modelLighting	13.0	14.0	-67.0	0.0		-210.0	0.0		1.0			1.0			1.0			shed		shed_diff				shed_spec				shed_norm				0.0						null					0.0					null

##Cottage
modelLighting	-23.0	0.0		-20.0	0.0		130.0	0.0		1.0			1.0			1.0			cottage		cottage_diff			cottage_spec			cottage_norm			0.0						null					0.0					null
modelLighting	20.0	1.0		37.0	0.0		45.0	0.0		1.0			1.0			1.0			cottage		cottage_diff			cottage_spec			cottage_norm			0.0						null					0.0					null

##Carpet
modelLighting	0.0		0.0		0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						
modelLighting	6.0		0.0		0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null
modelLighting	-6.0	0.0		0.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null
modelLighting	0.0		0.0		6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						
modelLighting	6.0		0.0		6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						
modelLighting	-6.0	0.0		6.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						
modelLighting	0.0		0.0		-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						
modelLighting	6.0		0.0		-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						
modelLighting	-6.0	0.0		-6.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		carpet_diff				carpet_spec				carpet_norm				0.0						carpet_height			0.05				null						

##Crates
modelLighting	7.75	0.0		7.75	0.0		0.0		0.0		1.0			1.0			1.0			crate		crate_diff				crate_spec				crate_norm				0.0						null					0.0					null					
modelLighting	5.75	0.0		7.75	0.0		0.0		0.0		1.0			1.0			1.0			crate		crate_diff				crate_spec				crate_norm				0.0						null					0.0					null					
modelLighting	7.25	0.0		5.1		0.0		30.0	0.0		1.0			1.0			1.0			crate		crate_diff				crate_spec				crate_norm				0.0						null					0.0					null					
modelLighting	7.5		2.0		7.5		0.0		60.0	0.0		1.0			1.0			1.0			crate		crate_diff				crate_spec				crate_norm				0.0						null					0.0					null					

##House wall
modelLighting	-9.0	2.8		-6.0	90.0	0.0		-90.0	1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	-9.0	2.8		0.0		90.0	0.0		-90.0	1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	-9.0	2.8		6.0		90.0	0.0		-90.0	1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	9.0		2.8		-6.0	90.0	0.0		90.0	1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	9.0		2.8		0.0		90.0	0.0		90.0	1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	9.0		2.8		6.0		90.0	0.0		90.0	1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	-6.0	2.8		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	0.0		2.8		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	6.0		2.8		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	-6.0	2.8		9.0		-90.0	180.0	0.0		1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null
modelLighting	6.0		2.8		9.0		-90.0	180.0	0.0		1.0			1.0			1.0			wall		woodWall_diff			woodWall_spec			woodWall_norm			0.0						woodWall_height			0.04				null

#Concrete below grass
modelLighting	0.0		-0.8	0.0		0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	6.0		-0.8	0.0		0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	-6.0	-0.8	0.0		0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	0.0		-0.8	6.0		0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	6.0		-0.8	6.0		0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	-6.0	-0.8	6.0		0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	0.0		-0.8	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	6.0		-0.8	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null
modelLighting	-6.0	-0.8	-6.0	0.0		0.0		0.0		1.0			1.0			1.0			slab		concreteSlab_diff		concreteSlab_spec		concreteSlab_norm		0.0						concreteSlab_height		0.01				null

#Peremeter Wall
modelLighting	-12.0	1.5		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-18.0	1.5		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-24.0	1.5		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null

modelLighting	-27.0	1.5		-6.0	90.0	0.0		-90.0		1.0			1.0			1.0		plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-27.0	1.5		0.0		90.0	0.0		-90.0		1.0			1.0			1.0		plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-27.0	1.5		6.0		90.0	0.0		-90.0		1.0			1.0			1.0		plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-27.0	1.5		12.0	90.0	0.0		-90.0		1.0			1.0			1.0		plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-27.0	1.5		18.0	90.0	0.0		-90.0		1.0			1.0			1.0		plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-27.0	1.5		24.0	90.0	0.0		-90.0		1.0			1.0			1.0		plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null

modelLighting	-24.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-18.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-12.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	-6.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	0.0		1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	6.0		1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	12.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	18.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	24.0	1.5		27.0	-90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null

modelLighting	27.0	1.5		24.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	27.0	1.5		18.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	27.0	1.5		12.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	27.0	1.5		6.0		90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	27.0	1.5		0.0		90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	27.0	1.5		-6.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null

modelLighting	12.0	1.5		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	18.0	1.5		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null
modelLighting	24.0	1.5		-9.0	90.0	0.0		0.0		1.0			1.0			1.0			plane		concreteBrick_diff		concreteBrick_spec		concreteBrick_norm		0.0						concreteBrick_height	0.01				null

#Metal Roof
modelLighting	0.0		5.8		0.0		0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	6.0		5.8		0.0		0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	-6.0	5.8		0.0		0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	0.0		5.8		6.0		0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	6.0		5.8		6.0		0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	-6.0	5.8		6.0		0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	0.0		5.8		-6.0	0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	6.0		5.8		-6.0	0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null
modelLighting	-6.0	5.8		-6.0	0.0		0.0		180.0	1.0			1.0			1.0			wall		metal2_diff				metal2_spec				metal2_norm				0.0						null					0.0					null

#Dresser
modelLighting	0.0		0.0		-7.75	0.0		0.0		0.0		1.0			1.0			1.0			dresser		dresser_diff			dresser_spec			dresser_norm			0.0						null					0.0					null

#Front Stair
modelLighting	0.0		-2.25	10.0	0.0		90.0	0.0		1.0			1.0			1.0			stairs		stairs_diff				stairs_spec				stairs_norm				0.0						null					0.0					null

#WatchTower
modelLighting	-32.0	-1.0	32.0	0.0		90.0	0.0		2.5			2.5			2.5			watchTower	watchTower_diff			watchTower_spec			watchTower_norm			0.0						null					0.0					null

#Bed
modelLighting	-7.0	-0.2	6.0		0.0		180.0	0.0		1.0			1.0			1.0			bed			bed_diff				bed_spec				bed_norm				0.0						null					0.0					null

#Table
modelLighting	-7.5	-1.0	0.0		0.0		90.0	0.0		1.0			1.0			1.0			table		table_diff				table_spec				null					0.0						null					0.0					null

#Knife
modelLighting	-7.5	1.9		0.0		0.0		50.0	0.0		1.5			1.5			1.5			knife		knife_diff				knife_spec				knife_norm				0.0						null					0.0					null

#Normal vs no normal showcase
modelLighting	25.0	1.0		6.0		90.0	0.0		90.0	1.0			1.0			1.0			plane		leather_diff			leather_spec			leather_norm			0.0						null					0.0					null											
modelLighting	25.0	1.0		12.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		leather_diff			leather_spec			null					0.0						null					0.0					null											
modelLighting	25.0	1.0		18.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteExample_diff	concreteExample_spec	concreteExample_norm	0.0						null					0.0					null											
modelLighting	25.0	1.0		24.0	90.0	0.0		90.0	1.0			1.0			1.0			plane		concreteExample_diff	concreteExample_spec	null					0.0						null					0.0					null											
modelLighting	22.0	1.0		26.0	90.0	0.0		180.0	1.0			1.0			1.0			plane		cartoonBricks_diff		cartoonBricks_spec		cartoonBricks_norm		0.0						null					0.0					null											
modelLighting	16.0	1.0		26.0	90.0	0.0		180.0	1.0			1.0			1.0			plane		cartoonBricks_diff		cartoonBricks_spec		null					0.0						null					0.0					null											

#Material showcase
modelLighting	-24.0	-1.25	-4.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		metal_diff				metal_spec				metal_norm				0.0						null					0.0					null
modelLighting	-18.0	-1.25	-4.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		tile_diff				tile_spec				tile_norm				0.0						null					0.0					null
modelLighting	-12.0	-1.25	-4.0	0.0		0.0		0.0		1.0			1.0			1.0			plane		sand_diff				sand_spec				sand_norm				0.0						null					0.0					null
modelLighting	-24.0	-1.25	2.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		lava_diff				lava_spec				lava_norm				0.0						null					0.0					lava_emis
modelLighting	-18.0	-1.25	2.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		hieroglyphs_diff		hieroglyphs_spec		hieroglyphs_norm		0.0						null					0.0					null
modelLighting	-18.0	-1.25	8.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		metalHammer_diff		metalHammer_spec		metalHammer_norm		0.0						null					0.0					null
modelLighting	-24.0	-1.25	8.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		skullGround_diff		skullGround_spec		skullGround_norm		1.0						null					0.0					null
modelLighting	-12.0	-1.25	2.0		0.0		0.0		0.0		1.0			1.0			1.0			plane		rock_diff				rock_spec				rock_norm				1.0						null					0.0					null
